customer_id,dob,age,age_imputed,gender,location,account_balance,tx_count,total_spend
C1015973,1971-04-03,45,45,M,INDORE,5659.99,5,1072.82
C1045372,1996-11-18,20,20,F,CHENNAI,25780.38,2,4107.50
C1021244,1953-01-28,63,63,M,HYDERABAD,5804.58,3,1195.31
C1003391,1961-04-01,55,55,M,GURGAON,5224.08,3,988.25
C1035404,,,42,M,BANGALORE,51122.29,2,774.38
C1004977,1955-06-16,61,61,M,BANGALORE,8348.75,3,513.23
C1021790,,,42,M,BANGALORE,20392.29,1,205.26
C1029637,1971-06-05,45,45,F,AHMEDABAD,7878.90,3,5420.04
C1041429,1995-06-23,21,21,M,KOLKATA,102486.35,3,1061.94
C1048791,1990-01-08,26,26,M,KOLKATA,4947.96,2,299.85
C1048097,,,42,F,PUNE,10466.99,2,728.59
C1023994,1990-11-21,26,26,M,GURGAON,5451.11,3,545.46
C1024246,1959-10-15,57,57,M,PUNE,8342.03,3,105.03
C1003750,1978-11-18,38,38,M,HYDERABAD,17488.00,2,1329.08
C1016885,1979-11-18,37,37,M,THANE,10444.06,3,1553.71
C1041846,1993-12-28,23,23,M,KOLKATA,19797.50,7,11282.72
C1048081,1985-09-16,31,31,F,BANGALORE,8920.52,1,4264.11
C1022767,1966-10-17,50,50,M,HYDERABAD,67236.63,2,606.11
C1020682,,,42,M,KOLKATA,6227.00,4,2880.93
C1009412,1955-12-19,61,61,M,JAIPUR,27435.80,1,1127.70
C1006406,1964-06-04,52,52,M,SURAT,17043.19,1,725.53
C1049477,1974-04-08,42,42,M,BANGALORE,9307.94,4,3140.05
C1016763,1994-01-20,22,22,F,MUMBAI,31241.12,2,3263.23
C1012431,1967-12-26,49,49,M,BANGALORE,15797.93,3,13369.35
C1042529,1989-09-24,27,27,F,MUMBAI,62626.03,2,1272.63
C1037984,1970-01-10,46,46,M,MUMBAI,181354.39,3,1636.13
C1024925,1960-11-06,56,56,M,CHENNAI,68397.72,4,5111.97
C1024707,1966-07-26,50,50,M,HYDERABAD,11804.69,2,1793.64
C1040708,1995-09-04,21,21,M,CHENNAI,19365.59,3,2249.51
C1003957,1960-07-04,56,56,F,PUNE,3292.78,5,9894.35
C1012760,1962-09-19,54,54,M,NEW DELHI,20714.42,4,1949.14
C1030349,1989-05-16,27,27,F,PUNE,41060.22,4,4653.98
C1041748,1996-07-16,20,20,M,PUNE,9850.07,1,2146.94
C1039922,1979-09-25,37,37,M,JAIPUR,19130.69,6,4673.54
C1012406,1957-07-03,59,59,M,LUCKNOW,18437.06,3,1366.05
C1017290,1968-07-28,48,48,M,MUMBAI,1471.20,2,689.30
C1012232,1953-07-09,63,63,M,HYDERABAD,6575.86,3,435.91
C1047634,1977-06-26,39,39,M,THANE,16617.67,4,3665.56
C1005248,,,42,M,NEW DELHI,46345.80,1,545.89
C1027219,1954-07-01,62,62,M,THANE,146898.64,4,382.37
C1019987,1990-07-14,26,26,M,CHENNAI,5178.61,1,806.33
C1033508,1959-03-06,57,57,F,CHENNAI,30796.49,5,1759.32
C1018317,1982-02-23,34,34,M,AHMEDABAD,79638.24,3,829.05
C1022902,1976-03-09,40,40,M,NEW DELHI,12983.92,2,3065.17
C1009678,,,42,M,KOLKATA,8034.21,4,1185.44
C1038074,1975-09-15,41,41,F,BANGALORE,58663.79,4,3698.10
C1015888,1979-12-28,37,37,M,MUMBAI,16209.90,2,870.24
C1014740,1953-01-17,63,63,F,JAIPUR,65834.61,2,1088.86
C1031893,,,42,M,PUNE,3479.96,5,7825.47
C1028052,1994-08-11,22,22,M,BANGALORE,31742.51,1,117.48
C1023761,1995-03-01,21,21,F,KOLKATA,19504.65,1,2730.08
C1030949,1975-04-25,41,41,M,BANGALORE,66313.48,3,3335.27
C1035301,1992-04-25,24,24,M,HYDERABAD,34768.49,2,504.35
C1018494,1976-02-21,40,40,M,NEW DELHI,19815.62,2,263.60
C1049144,1960-01-23,56,56,M,SURAT,54900.01,2,1655.21
C1025576,1957-09-16,59,59,M,BANGALORE,6027.36,4,1557.53
C1045263,1963-04-08,53,53,F,NEW DELHI,6120.72,5,4674.65
C1040548,1964-04-17,52,52,M,NEW DELHI,13804.62,3,804.47
C1018708,1992-03-17,24,24,M,AHMEDABAD,1687.40,6,3698.73
C1034503,1964-04-01,52,52,F,HYDERABAD,3457.81,2,708.10
C1016699,1995-03-07,21,21,M,NEW DELHI,23534.89,1,1664.23
C1044266,1983-06-11,33,33,F,PUNE,40174.37,3,2248.32
C1003501,1974-08-21,42,42,M,KOLKATA,26819.41,4,2636.72
C1022615,,,42,M,PUNE,2435.99,2,3084.86
C1022746,1968-06-21,48,48,M,BANGALORE,10632.19,1,85.61
C1016242,1981-11-21,35,35,M,BANGALORE,5770.07,3,8913.58
C1043206,1955-09-15,61,61,M,MUMBAI,239930.18,2,3048.25
C1023460,1989-01-23,27,27,M,CHENNAI,15679.19,3,2343.05
C1004354,1961-06-20,55,55,M,CHENNAI,38455.55,2,760.74
C1032407,1994-04-27,22,22,M,NEW DELHI,26436.95,3,413.96
C1022022,1957-03-20,59,59,F,LUCKNOW,39257.16,4,4182.20
C1029921,1982-03-26,34,34,F,BANGALORE,33718.11,3,2767.69
C1038548,1983-08-20,33,33,M,HYDERABAD,472492.95,3,918.73
C1023094,1984-08-20,32,32,M,HYDERABAD,10544.56,1,170.33
C1021681,,,42,M,MUMBAI,44158.15,2,1239.93
C1049702,,,42,M,HYDERABAD,17590.08,2,830.90
C1023149,1957-07-19,59,59,M,PUNE,148258.30,3,2279.61
C1002791,1991-03-23,25,25,M,PUNE,44691.76,1,256.21
C1024636,1961-10-09,55,55,M,CHENNAI,6367.88,4,1174.56
C1006303,1959-08-22,57,57,M,BANGALORE,10394.46,3,1477.29
C1039262,1961-07-05,55,55,M,NEW DELHI,10169.05,1,1253.94
C1014055,,,42,M,MUMBAI,48448.85,2,451.56
C1024357,1979-02-17,37,37,F,PUNE,2211.42,3,3909.17
C1041550,,,42,M,INDORE,12805.94,1,154.55
C1010368,1975-07-27,41,41,M,MUMBAI,4212.88,4,7921.67
C1007173,1989-03-09,27,27,M,MUMBAI,17870.35,2,312.55
C1024486,1955-03-16,61,61,F,HYDERABAD,64881.55,5,5815.73
C1031773,1959-10-18,57,57,M,BANGALORE,10343.00,1,172.01
C1045395,,,42,M,PUNE,36404.33,3,1183.39
C1045930,1961-11-28,55,55,M,HYDERABAD,6190.31,5,1139.12
C1014841,1981-10-14,35,35,M,PUNE,9110.18,2,529.04
C1040332,1975-11-04,41,41,M,NEW DELHI,32354.35,4,3887.33
C1028098,1951-07-09,65,65,M,NEW DELHI,5975.23,3,2643.19
C1019297,1960-09-03,56,56,M,JAIPUR,21233.04,2,2036.32
C1009427,1961-07-09,55,55,M,NEW DELHI,145109.51,3,1100.57
C1043420,1961-08-26,55,55,M,SURAT,73237.61,2,1173.25
C1047390,1974-10-18,42,42,M,MUMBAI,74313.91,5,28350.73
C1033184,1961-10-04,55,55,F,HYDERABAD,10449.16,1,309.87
C1003578,1993-02-02,23,23,F,MUMBAI,8220.15,1,355.31
C1049985,,,42,F,HYDERABAD,38102.75,1,20.10
C1020602,1979-04-26,37,37,M,THANE,24092.40,2,6897.53
C1038509,1963-04-21,53,53,M,MUMBAI,119681.12,2,6764.58
C1015783,1958-08-07,58,58,F,HYDERABAD,40766.92,4,3573.05
C1024066,1971-06-22,45,45,F,BANGALORE,7943.43,2,644.40
C1036285,1972-10-06,44,44,M,PUNE,7938.63,2,1425.82
C1040252,1963-08-07,53,53,F,NOIDA,8317.01,5,3354.36
C1020410,1973-11-23,43,43,M,BANGALORE,5213.33,2,516.47
C1033826,1970-08-05,46,46,M,SURAT,5069.67,2,906.10
C1010456,1977-05-05,39,39,F,SURAT,8502.09,3,5264.43
C1013125,1971-04-13,45,45,F,CHENNAI,6870.42,2,942.85
C1008049,1954-12-09,62,62,M,BANGALORE,106980.07,4,1874.08
C1043635,1974-06-22,42,42,M,MUMBAI,15094.59,2,423.89
C1014431,1962-07-24,54,54,M,HYDERABAD,2061.25,3,5624.02
C1011857,,,42,M,NEW DELHI,10020.14,3,3105.09
C1017377,1985-01-21,31,31,F,PUNE,6247.18,3,1561.78
C1019254,1970-06-02,46,46,M,MUMBAI,14269.38,5,8055.30
C1032998,1993-05-09,23,23,M,GURGAON,82183.29,3,560.96
C1006781,1962-11-20,54,54,M,PUNE,27021.85,3,822.73
C1033844,1994-10-04,22,22,M,BANGALORE,13101.51,1,396.47
C1045657,,,42,M,KOLKATA,16958.29,2,777.15
C1013980,1964-05-04,52,52,M,MUMBAI,34358.27,1,116.08
C1023467,1957-12-23,59,59,M,HYDERABAD,16270.29,3,2136.40
C1008901,1975-01-28,41,41,M,SURAT,13082.81,4,4610.01
C1013439,1990-02-11,26,26,M,MUMBAI,208435.86,3,1582.36
C1013087,1956-05-11,60,60,M,NEW DELHI,4854.33,2,1419.63
C1014141,1988-04-08,28,28,M,PUNE,4838.03,3,2801.53
C1044045,1961-11-08,55,55,M,PUNE,48800.83,2,4001.52
C1006045,1956-12-02,60,60,M,HYDERABAD,388069.95,1,1083.13
C1034397,1986-07-27,30,30,M,BANGALORE,7392.39,3,323.18
C1018072,1972-04-23,44,44,F,HYDERABAD,6221.38,6,6966.96
C1027055,1963-07-10,53,53,F,THANE,7427.90,3,1782.17
C1029006,1977-05-13,39,39,M,PUNE,24809.71,1,415.84
C1027839,1970-07-06,46,46,F,MUMBAI,11247.98,3,295.15
C1003626,1969-08-02,47,47,M,HYDERABAD,2581.55,5,3305.32
C1008199,1956-11-04,60,60,F,HYDERABAD,13806.72,2,872.20
C1014583,1986-08-24,30,30,F,THANE,12836.10,3,2561.25
C1046350,,,42,M,CHENNAI,81018.41,4,4720.72
C1010586,1996-03-21,20,20,M,KOLKATA,32115.84,2,405.95
C1026406,1971-08-17,45,45,M,MUMBAI,8156.64,3,1085.13
C1001712,1995-09-04,21,21,F,THANE,33850.47,4,1973.13
C1014890,1974-03-11,42,42,M,HYDERABAD,13580.04,3,1544.70
C1026178,1974-04-14,42,42,F,KOLKATA,6727.85,1,348.47
C1038523,1996-01-01,20,20,M,NEW DELHI,8950.60,3,2974.05
C1021429,1964-08-01,52,52,M,BANGALORE,11461.10,1,174.68
C1036858,1991-06-02,25,25,M,MUMBAI,11280.42,3,708.22
C1038916,1961-04-24,55,55,F,BANGALORE,13000.28,3,310.02
C1005324,1990-12-02,26,26,F,LUCKNOW,8387.67,3,1484.76
C1033551,1969-12-10,47,47,M,CHENNAI,28639.36,1,3091.84
C1030699,1989-10-16,27,27,M,NEW DELHI,16070.41,1,452.18
C1014955,1987-03-13,29,29,UNKNOWN,KOLKATA,7708.76,1,6877.11
C1010864,1972-08-11,44,44,M,NOIDA,58245.83,4,1675.35
C1017869,1953-10-13,63,63,M,BANGALORE,3503.57,4,4262.44
C1030145,1987-05-28,29,29,M,LUCKNOW,30786.31,2,1076.52
C1038301,1984-06-26,32,32,M,HYDERABAD,9021.49,3,2258.87
C1048282,1994-02-11,22,22,F,BANGALORE,29594.23,1,77.95
C1010354,,,42,M,BANGALORE,7964.43,1,553.16
C1003693,1972-02-22,44,44,F,JAIPUR,2306.74,2,606.88
C1029477,,,42,F,SURAT,9011.96,3,573.53
C1019054,1960-03-03,56,56,M,KOLKATA,8824.89,2,604.10
C1033430,1961-04-22,55,55,M,THANE,2741.50,1,211.64
C1022000,1974-01-07,42,42,M,GURGAON,5148.81,5,2743.97
C1048088,,,42,F,BANGALORE,19271.83,2,1980.24
C1011550,1976-06-18,40,40,M,BANGALORE,20663.90,2,584.89
C1016196,1980-05-24,36,36,M,AHMEDABAD,19299.18,6,2379.46
C1032794,1963-10-08,53,53,M,THANE,48671.78,3,4831.52
C1038958,1966-09-03,50,50,M,HYDERABAD,4453.86,4,4256.71
C1015040,1974-02-25,42,42,M,THANE,7644.53,3,1983.85
C1034796,1976-12-09,40,40,M,NEW DELHI,27593.86,1,104.66
C1025586,1961-04-18,55,55,M,KOLKATA,79005.54,4,1229.49
C1048055,1958-03-27,58,58,M,HYDERABAD,20957.63,2,2335.94
C1045265,1969-07-04,47,47,M,BANGALORE,8358.08,1,1356.22
C1011505,1971-08-23,45,45,F,BANGALORE,14605.92,3,1258.41
C1017322,1960-05-20,56,56,M,GURGAON,48539.98,7,4558.59
C1031659,1975-01-09,41,41,M,BANGALORE,20182.62,2,2268.93
C1002787,1970-09-16,46,46,M,PUNE,59236.38,3,12044.74
C1039321,1966-12-03,50,50,M,MUMBAI,37476.60,4,3237.38
C1035786,1963-12-09,53,53,M,NEW DELHI,8468.74,7,9329.21
C1041208,1951-01-06,65,65,F,BANGALORE,15410.88,1,5087.29
C1006848,1977-07-11,39,39,M,PUNE,111715.50,2,450.62
C1014410,1975-06-22,41,41,M,CHENNAI,15835.56,1,745.50
C1044386,1983-12-24,33,33,M,BANGALORE,3430.36,3,1374.82
C1023076,1965-10-02,51,51,F,HYDERABAD,30809.31,4,4947.89
C1006475,1969-09-04,47,47,F,NEW DELHI,8294.28,5,4957.51
C1032402,1966-05-04,50,50,M,HYDERABAD,25068.65,3,1251.54
C1026836,1993-12-07,23,23,M,BANGALORE,177073.29,3,1225.55
C1047676,1952-01-19,64,64,F,MUMBAI,150796.94,2,166.95
C1012554,1957-02-14,59,59,F,MUMBAI,71995.32,1,372.39
C1023297,1969-06-04,47,47,M,NEW DELHI,29615.42,3,2135.08
C1008970,1974-05-16,42,42,M,SURAT,81727.27,2,441.39
C1010725,1963-06-04,53,53,M,HYDERABAD,42811.30,4,1307.05
C1033317,1972-04-27,44,44,M,MUMBAI,9006.50,3,4247.86
C1011966,1960-05-26,56,56,M,CHENNAI,65030.66,2,978.97
C1015795,1956-01-28,60,60,F,BANGALORE,8493.56,1,571.22
C1037643,1976-10-28,40,40,UNKNOWN,CHENNAI,48934.82,2,364.04
C1038068,,,42,M,PUNE,13956.65,2,1614.10
C1024670,1977-07-11,39,39,M,AHMEDABAD,35654.29,4,1916.96
C1038572,1987-11-02,29,29,F,PUNE,25010.64,2,117.22
C1027359,1986-04-19,30,30,F,JAIPUR,6567.18,2,6480.12
C1029340,1980-05-14,36,36,M,AHMEDABAD,19008.03,2,2119.33
C1018506,1983-04-13,33,33,F,SURAT,13932.74,2,5022.84
C1026437,1964-03-07,52,52,M,BANGALORE,6948.08,4,2374.96
C1043386,1974-06-19,42,42,M,CHENNAI,11988.39,6,1844.58
C1011389,,,42,M,CHENNAI,23437.95,2,1839.63
C1001775,1994-10-26,22,22,M,THANE,4340.09,2,1977.02
C1016879,1961-02-21,55,55,F,LUCKNOW,20777.84,1,501.39
C1018040,1990-02-24,26,26,M,HYDERABAD,301.28,1,2935.88
C1036070,1952-02-04,64,64,F,NEW DELHI,8101.74,3,3155.01
C1040776,1993-12-05,23,23,M,INDORE,6363.33,3,595.62
C1030719,1966-02-11,50,50,M,CHENNAI,68570.94,1,632.87
C1020617,1995-01-23,21,21,F,HYDERABAD,26977.36,3,1268.07
C1004908,1980-12-14,36,36,M,CHENNAI,12561.24,4,1042.58
C1010726,1987-07-28,29,29,M,CHENNAI,10860.52,2,252.93
C1004901,,,42,M,MUMBAI,5289.42,1,446.47
C1008569,1962-01-25,54,54,M,MUMBAI,7093.95,2,857.46
C1021716,1953-05-02,63,63,F,SURAT,29213.51,2,196.02
C1019736,1985-09-22,31,31,F,MUMBAI,15526.50,2,13621.99
C1040855,,,42,M,NOIDA,43763.15,4,1834.04
C1015475,1958-07-28,58,58,F,MUMBAI,12624.34,3,4102.61
C1049162,1972-05-02,44,44,M,INDORE,14385.86,5,2721.71
C1007183,1977-02-13,39,39,M,HYDERABAD,10454.49,3,990.14
C1031290,1996-09-10,20,20,M,BANGALORE,22547.57,1,404.80
C1041888,1971-02-10,45,45,M,MUMBAI,27791.89,3,758.11
C1009910,1970-07-28,46,46,F,MUMBAI,6495.13,2,247.41
C1007880,1978-01-07,38,38,M,MUMBAI,106946.33,1,1796.75
C1043858,1963-12-23,53,53,M,PUNE,43447.80,1,166.10
C1023221,1969-06-12,47,47,M,HYDERABAD,32044.64,4,2741.01
C1014793,1985-02-12,31,31,M,NOIDA,22586.25,2,3114.44
C1039234,1976-03-11,40,40,F,CHENNAI,18310.69,1,1026.50
C1013895,1995-01-04,21,21,M,CHENNAI,11322.34,2,3631.30
C1048773,1976-07-20,40,40,M,PUNE,34446.70,3,1162.16
C1043566,1971-02-28,45,45,M,SURAT,3902.59,1,441.27
C1048237,1976-09-12,40,40,M,NEW DELHI,2965.40,2,2135.38
C1030424,1990-10-04,26,26,M,HYDERABAD,37275.20,2,794.13
C1007182,,,42,M,GURGAON,8761.18,2,4078.52
C1017325,1976-08-10,40,40,M,MUMBAI,31010.35,1,697.65
C1037436,1987-06-16,29,29,F,MUMBAI,2816.43,1,277.86
C1040903,1962-04-28,54,54,F,NEW DELHI,17700.61,2,2862.50
C1013190,1963-01-03,53,53,M,MUMBAI,14176.48,3,10239.62
C1006042,1992-03-01,24,24,F,MUMBAI,22755.70,2,4177.12
C1031818,1981-03-10,35,35,F,GURGAON,1206.99,3,3921.72
C1047278,,,42,M,THANE,5939.35,5,3164.79
C1001511,1980-07-09,36,36,M,BANGALORE,9789.85,3,2773.92
C1045009,1992-06-24,24,24,M,HYDERABAD,35969.12,2,7401.31
C1032632,1989-07-02,27,27,M,CHENNAI,12703.10,3,2782.69
C1015963,1977-01-03,39,39,M,BANGALORE,9915.06,4,5399.50
C1013870,1957-01-17,59,59,M,NEW DELHI,36734.75,3,3812.44
C1016006,1978-05-15,38,38,M,BANGALORE,18050.09,3,1510.30
C1031217,1978-01-06,38,38,M,PUNE,37650.23,1,2474.04
C1047840,1997-06-16,19,19,M,SURAT,150798.69,2,568.05
C1026185,1966-10-14,50,50,M,MUMBAI,5524.09,3,291.40
C1016915,,,42,F,CHENNAI,2569.45,6,3148.22
C1037759,,,42,M,SURAT,15156.03,2,712.81
C1000704,1995-07-17,21,21,M,PATNA,57568.16,2,1682.97
C1018199,1979-08-07,37,37,F,CHENNAI,9788.64,4,839.99
C1042638,1963-12-01,53,53,M,KOLKATA,121560.03,1,200.69
C1024659,1975-04-03,41,41,M,JAIPUR,15737.77,1,1472.87
C1028088,1964-08-14,52,52,M,NOIDA,21991.34,4,3131.72
C1034242,,,42,M,PUNE,17153.19,5,3120.52
C1020255,1985-04-19,31,31,M,NOIDA,155337.83,1,323.54
C1024842,1987-06-04,29,29,F,HYDERABAD,6030.37,5,3983.00
C1013054,1957-08-05,59,59,F,BANGALORE,19765.41,1,100.95
C1027410,1969-05-19,47,47,M,LUCKNOW,22955.67,1,1508.13
C1009670,1978-04-18,38,38,M,KOLKATA,59791.93,2,1306.48
C1028017,1963-07-22,53,53,F,CHENNAI,74768.38,2,157.60
C1048884,1987-09-27,29,29,M,BANGALORE,28583.95,2,1864.58
C1011526,1989-10-19,27,27,M,NEW DELHI,976311.43,4,4163.12
C1023515,1980-10-19,36,36,F,CHENNAI,6085.31,2,1310.65
C1042909,1972-03-18,44,44,M,NEW DELHI,10802.28,4,1923.71
C1049351,,,42,F,THANE,5448.24,1,1915.93
C1022352,1993-09-08,23,23,M,LUCKNOW,6248.30,3,2541.29
C1002993,1981-07-11,35,35,M,JAIPUR,44390.42,2,419.36
C1037088,1985-03-21,31,31,M,BANGALORE,7410.99,2,3158.59
C1002500,1953-06-18,63,63,F,JAIPUR,21643.84,2,600.47
C1022423,1989-06-03,27,27,M,CHENNAI,51628.00,10,8479.98
C1039354,,,42,M,CHENNAI,7122.47,6,3600.51
C1011942,1968-08-26,48,48,F,AHMEDABAD,8465.09,5,3258.48
C1027330,1980-10-21,36,36,F,MUMBAI,6136.39,4,837.79
C1048045,1957-01-01,59,59,M,MUMBAI,10324.12,5,3366.31
C1018265,1956-05-05,60,60,M,BANGALORE,12479.46,2,3959.76
C1008204,1990-07-16,26,26,M,BANGALORE,9128.06,3,3699.13
C1034761,1963-05-11,53,53,M,GURGAON,13757.93,1,1058.13
C1016932,1986-01-02,30,30,M,KOLKATA,36433.41,4,3477.23
C1036689,1996-09-08,20,20,M,GURGAON,78740.14,3,3045.58
C1028370,1993-10-17,23,23,F,NOIDA,13817.80,2,925.02
C1008956,1969-05-23,47,47,M,KOLKATA,8864.04,2,779.37
C1042547,1967-05-22,49,49,M,KOLKATA,21807.02,4,1967.86
C1038203,1976-09-27,40,40,F,NOIDA,40177.25,3,995.70
C1019761,1962-12-01,54,54,F,MUMBAI,46541.86,2,1088.43
C1005970,1958-06-11,58,58,F,NEW DELHI,23455.62,4,3420.07
C1029326,1961-12-03,55,55,M,NEW DELHI,10782.32,2,1236.49
C1007893,,,42,M,BANGALORE,9322.01,2,344.76
C1007743,1973-10-28,43,43,M,MUMBAI,8622.66,5,5404.86
C1038100,1953-08-07,63,63,M,BANGALORE,8015.47,1,170.22
C1006356,1998-06-16,18,18,M,MUMBAI,19254.02,3,2649.37
C1038965,1997-08-01,19,19,M,HYDERABAD,5957.05,2,1222.54
C1021523,1980-06-23,36,36,M,BANGALORE,30615.32,5,4090.97
C1045370,1963-12-09,53,53,F,AHMEDABAD,26458.18,3,1462.23
C1030884,1994-01-21,22,22,M,BANGALORE,24471.31,2,318.44
C1024501,,,42,M,HYDERABAD,46739.17,3,13438.80
C1023974,1963-03-03,53,53,M,GURGAON,12691.59,3,2627.49
C1048991,1953-11-24,63,63,UNKNOWN,NEW DELHI,5914.75,6,1961.70
C1003534,1951-12-28,65,65,M,CHENNAI,20285.36,4,3950.16
C1045810,1968-02-21,48,48,M,PUNE,25475.01,2,184.64
C1034779,1963-06-18,53,53,F,BANGALORE,5682.03,2,655.27
C1013671,1971-06-13,45,45,F,NOIDA,16518.08,1,127.51
C1021061,1971-01-23,45,45,F,KOLKATA,9236.14,3,748.35
C1036990,1959-09-11,57,57,F,THANE,2215.59,2,493.29
C1036795,1979-07-24,37,37,F,MUMBAI,60880.87,4,1605.50
C1004423,,,42,M,NOIDA,66046.60,1,390.82
C1042173,1963-09-08,53,53,F,NEW DELHI,20610.70,3,3204.85
C1016424,1989-02-17,27,27,M,KOLKATA,112528.86,4,744.77
C1005538,1984-01-15,32,32,F,SURAT,11690.54,1,561.82
C1018194,1965-01-25,51,51,M,KOLKATA,6095.96,2,710.08
C1044470,1995-01-16,21,21,M,AHMEDABAD,131387.06,4,2457.86
C1025898,1996-03-03,20,20,M,NEW DELHI,6669.33,7,1618.10
C1037804,1966-04-23,50,50,M,MUMBAI,7018.47,2,2574.55
C1035830,,,42,M,MUMBAI,29473.63,1,385.20
C1020484,1956-08-23,60,60,F,BANGALORE,34265.08,1,289.99
C1035391,1989-03-17,27,27,F,THANE,16892.73,1,5856.57
C1043891,1986-04-12,30,30,M,GURGAON,7856.34,2,375.44
C1001434,1989-01-10,27,27,M,BANGALORE,7555.82,5,4255.57
C1043684,1960-04-02,56,56,F,BANGALORE,10439.66,2,413.18
C1044968,1964-04-26,52,52,F,KOLKATA,15588.73,3,950.82
C1022908,1983-04-27,33,33,M,PATNA,5376.64,7,7077.36
C1001027,1991-07-17,25,25,F,GURGAON,2776.24,5,5452.67
C1037029,1962-01-13,54,54,F,AHMEDABAD,3236.75,2,3372.80
C1018178,1965-11-10,51,51,M,NOIDA,18292.75,1,658.12
C1034911,1987-04-12,29,29,M,NEW DELHI,132729.10,3,1166.59
C1029385,,,42,M,BANGALORE,21817.16,6,2364.58
C1026988,1985-11-18,31,31,M,BANGALORE,7738.37,1,138.78
C1003645,1972-12-25,44,44,F,MUMBAI,40776.41,3,6430.72
C1023408,1983-04-26,33,33,M,CHENNAI,12619.35,2,2911.69
C1003782,1981-01-28,35,35,M,MUMBAI,9929.44,3,1435.83
C1046860,1963-02-05,53,53,M,MUMBAI,26238.83,4,8462.20
C1002666,,,42,M,MUMBAI,21293.21,3,1033.06
C1031145,1978-04-06,38,38,M,MUMBAI,7436.24,2,1845.29
C1039203,1970-07-21,46,46,M,BANGALORE,20756.30,2,241.22
C1032682,1992-03-07,24,24,M,CHENNAI,15075.86,6,4758.68
C1015119,1971-11-22,45,45,M,HYDERABAD,26861.84,2,366.42
C1008234,1983-07-17,33,33,F,INDORE,6383.43,5,2279.76
C1005140,1960-07-08,56,56,M,GURGAON,5008.19,2,233.21
C1029880,,,42,M,PUNE,52880.57,3,1267.42
C1044529,1963-04-17,53,53,M,NEW DELHI,21487.12,4,944.67
C1005973,1992-07-13,24,24,F,BANGALORE,19962.73,6,4212.72
C1028929,,,42,M,MUMBAI,20834.39,5,1126.94
C1040189,1965-07-08,51,51,M,PUNE,13365.34,4,2815.19
C1004188,,,42,F,HYDERABAD,6293.65,5,5530.07
C1030544,1985-11-13,31,31,F,MUMBAI,6705.46,3,2313.69
C1028025,,,42,F,CHENNAI,30013.16,3,3066.62
C1048284,1993-07-25,23,23,M,GURGAON,5153.23,2,594.65
C1010626,1980-05-20,36,36,M,AHMEDABAD,29778.07,4,1962.68
C1026169,1961-07-25,55,55,M,INDORE,31221.89,4,2773.63
C1000383,1997-03-28,19,19,M,CHENNAI,25295.36,1,1103.24
C1039738,1988-06-25,28,28,M,KOLKATA,27551.04,3,1575.21
C1007434,,,42,M,PUNE,57540.99,3,961.05
C1049012,1951-12-05,65,65,M,KOLKATA,15046.40,1,100.70
C1012740,1961-09-19,55,55,M,KOLKATA,31478.27,1,1025.05
C1048918,1962-02-05,54,54,M,NOIDA,5416.16,1,271.60
C1019339,1967-03-28,49,49,M,BANGALORE,28162.96,4,1185.25
C1023820,1981-09-02,35,35,M,HYDERABAD,13484.52,1,68.35
C1013610,1959-09-24,57,57,M,THANE,32789.61,3,2562.19
C1030958,1970-01-05,46,46,M,HYDERABAD,27444.05,1,205.85
C1016599,1963-05-27,53,53,F,BANGALORE,8240.89,4,1368.22
C1031310,1979-02-16,37,37,M,BANGALORE,6620.62,3,679.55
C1004732,1969-07-05,47,47,M,KOLKATA,10043.68,2,1063.84
C1034318,1962-02-13,54,54,M,JAIPUR,52995.73,2,1396.67
C1015672,1975-05-25,41,41,F,KOLKATA,49809.32,3,1270.94
C1035153,1976-09-05,40,40,M,BANGALORE,34605.87,2,643.86
C1026462,1957-05-01,59,59,M,NEW DELHI,206299.99,4,3258.14
C1036168,1996-02-01,20,20,F,MUMBAI,11828.57,4,1653.53
C1036058,1983-03-05,33,33,M,HYDERABAD,49277.01,3,4012.77
C1047285,1983-06-16,33,33,M,GURGAON,48176.46,3,2335.12
C1026857,1996-06-26,20,20,M,AHMEDABAD,15381.47,4,1670.60
C1014098,1969-05-18,47,47,M,KOLKATA,2690.46,3,1030.80
C1037918,1967-08-09,49,49,M,CHENNAI,15158.08,2,6141.64
C1022592,1975-01-08,41,41,F,BANGALORE,4937.36,3,2484.29
C1045290,1963-11-13,53,53,M,HYDERABAD,262233.87,4,1014.94
C1043150,1987-02-08,29,29,M,KOLKATA,7776.17,3,1023.19
C1006842,1960-10-19,56,56,M,MUMBAI,43201.79,1,48.01
C1031102,1994-03-09,22,22,M,HYDERABAD,27345.69,5,8445.55
C1038821,1965-09-15,51,51,M,NEW DELHI,2423.81,4,4553.05
C1023444,1995-11-24,21,21,F,NEW DELHI,27294.43,2,1369.51
C1048310,,,42,M,MUMBAI,26964.97,2,2094.20
C1002887,1976-09-11,40,40,F,BANGALORE,4618.41,5,3911.35
C1031721,,,42,F,BANGALORE,7742.00,2,397.52
C1027887,,,42,M,BANGALORE,19762.42,9,6960.18
C1023263,1963-05-03,53,53,F,NEW DELHI,7045.19,3,1000.94
C1038071,1988-12-17,28,28,M,NEW DELHI,33504.05,3,7039.16
C1047182,1961-01-20,55,55,M,BANGALORE,15639.16,3,1255.73
C1046824,1964-07-26,52,52,M,MUMBAI,17212.96,3,2626.54
